SIGNALENERGY_AVG,BIN_AVG0,BIN_AVG1,BIN_AVG2,BIN_AVG3,BIN_AVG4,BIN_AVG5,BIN_AVG6,BIN_AVG7,BIN_AVG8,BIN_AVG9,BIN_AVG10,BIN_AVG11,BIN_AVG12,BIN_AVG13,BIN_AVG14,BIN_AVG15,BIN_AVG16,BIN_AVG17,BIN_AVG18,BIN_AVG19,SIGNALENERGY_STDEV,BIN_STDEV0,BIN_STDEV1,BIN_STDEV2,BIN_STDEV3,BIN_STDEV4,BIN_STDEV5,BIN_STDEV6,BIN_STDEV7,BIN_STDEV8,BIN_STDEV9,BIN_STDEV10,BIN_STDEV11,BIN_STDEV12,BIN_STDEV13,BIN_STDEV14,BIN_STDEV15,BIN_STDEV16,BIN_STDEV17,BIN_STDEV18,BIN_STDEV19,style,file_name
0.694194,6.107838,1.269012,-0.413132,-0.085085,-0.313519,-0.287213,-0.353208,-0.271661,-0.288294,-0.245912,-0.335053,-0.313392,-0.331805,-0.294614,-0.294415,-0.278174,-0.300251,-0.284160,-0.280764,-0.282765,-0.104230,0.585269,0.024594,-0.070276,-0.149917,-0.135046,-0.160103,-0.163083,-0.165118,-0.167665,-0.180663,-0.176128,-0.184586,-0.194306,-0.201732,-0.205382,-0.213279,-0.221636,-0.240812,-0.242224,-0.251308,"classical","../../../datasets/music/classical/classical.00030.au"
0.701315,6.011361,1.519912,-0.172475,-0.065227,-0.264414,-0.240185,-0.347830,-0.271718,-0.302785,-0.273104,-0.353966,-0.345715,-0.352349,-0.326069,-0.331709,-0.301069,-0.309014,-0.306665,-0.315414,-0.318513,-0.104627,0.787385,0.018634,-0.026845,-0.151161,-0.122313,-0.162176,-0.196628,-0.197022,-0.207606,-0.206181,-0.215643,-0.219997,-0.217879,-0.230163,-0.248706,-0.252824,-0.260713,-0.267798,-0.271788,-0.280317,"classical","../../../datasets/music/classical/classical.00031.au"
0.693552,6.167336,1.033442,-0.501652,-0.040811,-0.276929,-0.270240,-0.338897,-0.292581,-0.338018,-0.231819,-0.383431,-0.364413,-0.302735,-0.261091,-0.310576,-0.255030,-0.288863,-0.294327,-0.262404,-0.271017,-0.127842,0.434419,0.062640,-0.066147,-0.123465,-0.124930,-0.142530,-0.130579,-0.174599,-0.163874,-0.139304,-0.170838,-0.152489,-0.175071,-0.167664,-0.181779,-0.205219,-0.214036,-0.218612,-0.202475,-0.225103,"classical","../../../datasets/music/classical/classical.00034.au"
0.752519,6.039278,1.439590,-0.258116,-0.055718,-0.257005,-0.268940,-0.366525,-0.310156,-0.296685,-0.282073,-0.365609,-0.319245,-0.309447,-0.299497,-0.317800,-0.302418,-0.311841,-0.300434,-0.294355,-0.297904,-0.107838,0.685905,0.067928,0.024785,-0.152650,-0.166716,-0.186887,-0.183933,-0.194331,-0.200081,-0.200771,-0.222637,-0.216644,-0.217551,-0.230674,-0.233263,-0.249134,-0.250397,-0.258780,-0.256403,-0.267548,"classical","../../../datasets/music/classical/classical.00035.au"
0.641984,6.063953,1.395598,-0.327251,-0.117431,-0.370907,-0.275224,-0.427860,-0.387434,-0.390149,-0.309928,-0.369957,-0.323048,-0.349308,-0.311119,-0.340350,-0.318804,-0.315744,-0.293519,-0.288720,-0.282687,-0.034949,0.603990,0.127154,-0.044553,-0.112661,-0.113428,-0.147576,-0.158037,-0.129458,-0.128967,-0.145638,-0.179956,-0.184117,-0.169389,-0.155285,-0.193607,-0.206635,-0.220931,-0.229108,-0.238058,-0.240887,"classical","../../../datasets/music/classical/classical.00036.au"
0.713251,6.169083,1.008393,-0.484627,-0.063665,-0.288080,-0.254702,-0.353058,-0.293137,-0.297408,-0.238324,-0.336810,-0.267888,-0.268299,-0.260295,-0.302470,-0.272779,-0.277877,-0.262700,-0.255898,-0.251186,-0.102457,0.522751,0.014686,-0.093609,-0.145952,-0.151854,-0.166978,-0.167452,-0.164885,-0.163371,-0.175048,-0.176652,-0.183278,-0.193850,-0.201572,-0.198172,-0.206208,-0.213170,-0.227589,-0.231265,-0.235598,"classical","../../../datasets/music/classical/classical.00038.au"
0.551553,6.120500,0.979967,-0.573947,-0.216434,-0.366009,-0.251552,-0.333588,-0.341384,-0.351049,-0.130285,-0.352266,-0.400893,-0.299652,-0.225240,-0.363737,-0.301120,-0.341460,-0.326674,-0.296842,-0.307410,-0.053019,0.876362,0.088210,-0.093494,-0.089802,-0.113473,-0.126662,-0.118252,-0.127247,-0.128009,-0.025641,-0.136156,-0.145303,-0.141358,-0.138426,-0.195725,-0.228263,-0.234945,-0.249000,-0.241445,-0.250831,"classical","../../../datasets/music/classical/classical.00039.au"
0.664350,6.137907,1.090116,-0.545125,-0.160247,-0.348336,-0.294484,-0.404962,-0.300483,-0.300078,-0.242629,-0.358209,-0.339654,-0.362526,-0.308111,-0.304480,-0.266247,-0.284277,-0.283787,-0.285576,-0.275299,-0.077572,0.581953,0.058866,-0.029418,-0.124268,-0.130514,-0.132961,-0.148318,-0.133189,-0.141968,-0.144207,-0.153334,-0.163047,-0.148807,-0.171727,-0.191632,-0.187916,-0.195445,-0.195162,-0.186120,-0.213076,"classical","../../../datasets/music/classical/classical.00040.au"
0.615791,6.100621,1.161648,-0.580719,-0.127786,-0.337155,-0.270674,-0.377107,-0.309627,-0.335694,-0.296777,-0.401363,-0.313654,-0.292825,-0.300001,-0.330699,-0.284813,-0.314477,-0.301765,-0.284995,-0.276302,-0.019109,0.764210,0.061857,-0.065291,-0.098786,-0.115866,-0.151074,-0.146958,-0.149767,-0.144213,-0.160466,-0.170095,-0.168538,-0.172293,-0.172724,-0.173898,-0.195021,-0.215218,-0.201810,-0.211246,-0.235323,"classical","../../../datasets/music/classical/classical.00041.au"
0.850864,6.117577,1.230212,-0.075504,-0.389221,-0.317047,-0.326898,-0.359022,-0.349588,-0.361494,-0.345624,-0.310846,-0.281828,-0.276837,-0.268244,-0.265493,-0.276711,-0.298855,-0.296889,-0.284574,-0.276515,-0.035409,0.298183,0.000854,-0.020753,-0.112113,-0.155349,-0.166209,-0.164833,-0.157635,-0.148721,-0.173211,-0.195013,-0.183045,-0.186145,-0.165665,-0.173902,-0.197938,-0.206795,-0.223813,-0.230559,-0.239392,"classical","../../../datasets/music/classical/classical.00043.au"
0.675677,6.104362,1.361949,-0.472145,-0.252473,-0.340573,-0.277088,-0.369492,-0.396959,-0.346870,-0.333690,-0.329661,-0.282144,-0.296501,-0.292300,-0.262335,-0.280516,-0.310450,-0.286339,-0.280893,-0.296804,-0.157776,0.320687,0.067073,-0.085677,-0.079724,-0.100862,-0.117054,-0.117300,-0.105565,-0.155322,-0.087054,-0.135245,-0.140410,-0.163058,-0.159611,-0.192793,-0.182595,-0.182281,-0.217662,-0.213988,-0.228540,"classical","../../../datasets/music/classical/classical.00044.au"
0.821965,6.196025,1.005558,-0.341274,-0.246261,-0.293782,-0.283636,-0.296216,-0.283770,-0.293970,-0.281801,-0.275628,-0.276384,-0.266242,-0.256104,-0.257764,-0.260439,-0.261891,-0.260320,-0.266012,-0.247375,-0.159290,0.130295,-0.078893,-0.111238,-0.110875,-0.133715,-0.143979,-0.143291,-0.145070,-0.161462,-0.174418,-0.150200,-0.167032,-0.167967,-0.175961,-0.181371,-0.183381,-0.192556,-0.204295,-0.205686,-0.214296,"classical","../../../datasets/music/classical/classical.00045.au"
0.585458,6.085345,1.474893,-0.432383,-0.239411,-0.252104,-0.242630,-0.313978,-0.308327,-0.332208,-0.298296,-0.324636,-0.324064,-0.302824,-0.296289,-0.297579,-0.281839,-0.280837,-0.302090,-0.300931,-0.278428,-0.104756,0.479960,-0.084275,-0.060761,-0.067810,-0.148433,-0.132883,-0.155485,-0.162598,-0.174705,-0.157193,-0.164286,-0.184665,-0.161909,-0.180605,-0.196822,-0.193823,-0.219014,-0.217372,-0.228370,-0.221037,"classical","../../../datasets/music/classical/classical.00047.au"
0.775214,6.195027,0.790189,-0.354022,-0.202713,-0.292717,-0.285334,-0.296588,-0.294819,-0.294997,-0.224243,-0.263403,-0.264350,-0.251234,-0.246900,-0.274887,-0.284061,-0.275771,-0.267749,-0.272695,-0.268674,-0.162009,0.552983,0.180900,-0.100866,-0.122013,-0.162295,-0.150039,-0.180517,-0.184683,-0.180375,-0.190719,-0.199614,-0.198921,-0.200992,-0.207646,-0.204912,-0.210109,-0.222242,-0.228177,-0.233663,-0.239363,"classical","../../../datasets/music/classical/classical.00048.au"
0.700020,6.277762,0.442225,-0.361958,-0.207329,-0.283097,-0.227318,-0.258479,-0.259909,-0.274568,-0.260319,-0.251292,-0.223112,-0.238049,-0.255004,-0.237562,-0.214601,-0.232247,-0.247917,-0.248477,-0.243179,-0.062516,0.391093,-0.002276,-0.119910,-0.125250,-0.154796,-0.158862,-0.165067,-0.175952,-0.176896,-0.175878,-0.160745,-0.191735,-0.182016,-0.181080,-0.201998,-0.198214,-0.205547,-0.212708,-0.216373,-0.218866,"classical","../../../datasets/music/classical/classical.00049.au"
0.591712,6.106604,1.380652,-0.378066,0.013869,-0.272987,-0.285428,-0.355440,-0.338409,-0.293532,-0.277434,-0.322770,-0.294066,-0.296152,-0.272045,-0.266524,-0.260653,-0.272186,-0.276805,-0.283601,-0.283810,-0.085009,0.509550,-0.053960,-0.092947,-0.152358,-0.158957,-0.161362,-0.168660,-0.182412,-0.192280,-0.200113,-0.189612,-0.193289,-0.198873,-0.202480,-0.206729,-0.206671,-0.203175,-0.233285,-0.240944,-0.249364,"classical","../../../datasets/music/classical/classical.00050.au"
0.727397,6.171863,0.641797,-0.322446,-0.131137,-0.247748,-0.218257,-0.252921,-0.264103,-0.277199,-0.254116,-0.278687,-0.261034,-0.272298,-0.282789,-0.280861,-0.285765,-0.289083,-0.286338,-0.284891,-0.280379,-0.104802,0.942491,0.012998,-0.016541,-0.151386,-0.166990,-0.195309,-0.193407,-0.200081,-0.204551,-0.202388,-0.200636,-0.209552,-0.218690,-0.223826,-0.236783,-0.238184,-0.236301,-0.235823,-0.239368,-0.251872,"classical","../../../datasets/music/classical/classical.00051.au"
0.641924,6.240196,0.457426,-0.404413,-0.195481,-0.286626,-0.245620,-0.282840,-0.268709,-0.294956,-0.303507,-0.311697,-0.265154,-0.270163,-0.263413,-0.258688,-0.273763,-0.279630,-0.263240,-0.256332,-0.249118,-0.037868,0.692569,0.028188,-0.031092,-0.134649,-0.148002,-0.145510,-0.159074,-0.167244,-0.157960,-0.125891,-0.163147,-0.158178,-0.180036,-0.177646,-0.203040,-0.209025,-0.215421,-0.221852,-0.223930,-0.227386,"classical","../../../datasets/music/classical/classical.00052.au"
0.763007,6.208081,0.841705,-0.478377,-0.179854,-0.302576,-0.191504,-0.245257,-0.255567,-0.279876,-0.215559,-0.231310,-0.230364,-0.248686,-0.267791,-0.259677,-0.254453,-0.252154,-0.253117,-0.258619,-0.260835,-0.138313,0.431228,0.034304,-0.119091,-0.143189,-0.149507,-0.173003,-0.171697,-0.179700,-0.188706,-0.195812,-0.193993,-0.200740,-0.208636,-0.210254,-0.215290,-0.208448,-0.219854,-0.226181,-0.234134,-0.236201,"classical","../../../datasets/music/classical/classical.00053.au"
0.643216,5.583201,0.573832,-0.542744,-0.195721,-0.200544,-0.342824,-0.403380,-0.253786,-0.291720,-0.338624,-0.317123,-0.260054,-0.299918,-0.298616,-0.297793,-0.293913,-0.301125,-0.293984,-0.307509,-0.315388,0.077432,2.713951,-0.113088,-0.155314,-0.185875,-0.112901,-0.176639,-0.178692,-0.202785,-0.211998,-0.208588,-0.198987,-0.225185,-0.235195,-0.251236,-0.255085,-0.260444,-0.257219,-0.260366,-0.269366,-0.277903,"classical","../../../datasets/music/classical/classical.00054.au"
0.696034,5.992857,1.665198,-0.313790,-0.358468,-0.374573,-0.326921,-0.350703,-0.385920,-0.433386,-0.373504,-0.311066,-0.310319,-0.291325,-0.286234,-0.319117,-0.331422,-0.316825,-0.304856,-0.290033,-0.289284,-0.059161,0.516496,0.063322,0.032070,-0.103221,-0.090002,-0.125755,-0.121813,-0.166689,-0.167855,-0.131116,-0.176909,-0.145349,-0.141779,-0.215797,-0.221181,-0.219265,-0.226353,-0.230568,-0.217834,-0.237586,"classical","../../../datasets/music/classical/classical.00055.au"
0.714792,6.137419,1.289155,-0.419304,-0.293889,-0.306909,-0.244014,-0.227557,-0.310455,-0.295541,-0.249107,-0.286137,-0.303652,-0.299501,-0.304294,-0.290172,-0.275831,-0.290484,-0.295967,-0.278816,-0.269179,-0.164013,0.250388,-0.046574,-0.035604,-0.140998,-0.166715,-0.167924,-0.146811,-0.166676,-0.162556,-0.148356,-0.148825,-0.168039,-0.121310,-0.143119,-0.191920,-0.143786,-0.218235,-0.214108,-0.228599,-0.226777,"classical","../../../datasets/music/classical/classical.00058.au"
0.711640,6.205946,0.857854,-0.478537,-0.108369,-0.293839,-0.259920,-0.315485,-0.285140,-0.294850,-0.253277,-0.275820,-0.261566,-0.249215,-0.272259,-0.263422,-0.253421,-0.264316,-0.263580,-0.261101,-0.257352,-0.124825,0.471324,0.004460,-0.086922,-0.144417,-0.158691,-0.170266,-0.166793,-0.169267,-0.163671,-0.172214,-0.168678,-0.184931,-0.182052,-0.184100,-0.196910,-0.200051,-0.212562,-0.218625,-0.214223,-0.220552,"classical","../../../datasets/music/classical/classical.00059.au"
0.719059,6.244409,0.710541,-0.456888,-0.165079,-0.284327,-0.247130,-0.278906,-0.250077,-0.269967,-0.253519,-0.271094,-0.243942,-0.251757,-0.257938,-0.242948,-0.232773,-0.243985,-0.251337,-0.252064,-0.245162,-0.142472,0.329525,0.017615,-0.084341,-0.150992,-0.145842,-0.161832,-0.168267,-0.171440,-0.171687,-0.169428,-0.167417,-0.190282,-0.179100,-0.182507,-0.193818,-0.194261,-0.201124,-0.212810,-0.214624,-0.220013,"classical","../../../datasets/music/classical/classical.00060.au"
0.719947,6.178358,0.991535,-0.467007,-0.178014,-0.285702,-0.239524,-0.281308,-0.279765,-0.280605,-0.281700,-0.294207,-0.255018,-0.247325,-0.277875,-0.277596,-0.253263,-0.270785,-0.283824,-0.276720,-0.272213,-0.140160,0.482964,0.045891,-0.034231,-0.137134,-0.154720,-0.159767,-0.167276,-0.176506,-0.173516,-0.184345,-0.189377,-0.200315,-0.187587,-0.199734,-0.213103,-0.194078,-0.219218,-0.224935,-0.226531,-0.233711,"classical","../../../datasets/music/classical/classical.00061.au"
0.615979,6.030506,1.158025,-0.369828,-0.195431,-0.261349,-0.266451,-0.312172,-0.299308,-0.302624,-0.275835,-0.299255,-0.312319,-0.310729,-0.318476,-0.312926,-0.305819,-0.299400,-0.298822,-0.296953,-0.297882,0.031495,1.202320,0.099417,-0.034882,-0.146886,-0.163737,-0.193088,-0.194707,-0.211541,-0.209693,-0.219862,-0.215245,-0.219854,-0.229739,-0.234738,-0.238500,-0.237367,-0.249826,-0.266547,-0.263727,-0.272223,"classical","../../../datasets/music/classical/classical.00062.au"
0.761946,5.966525,1.751986,0.306158,-0.252091,-0.354373,-0.362762,-0.371129,-0.368510,-0.367125,-0.343066,-0.320486,-0.302370,-0.293869,-0.297078,-0.297431,-0.296360,-0.312612,-0.331029,-0.327390,-0.311298,-0.107618,0.344153,-0.033725,-0.038980,-0.132202,-0.187411,-0.195067,-0.186402,-0.155922,-0.148297,-0.213895,-0.193676,-0.215200,-0.216087,-0.186490,-0.173385,-0.209745,-0.250476,-0.251978,-0.261191,-0.264045,"classical","../../../datasets/music/classical/classical.00063.au"
0.618020,5.999985,1.501861,0.232836,-0.277765,-0.431251,-0.417125,-0.395670,-0.369389,-0.353725,-0.326611,-0.295667,-0.284256,-0.286510,-0.295923,-0.330725,-0.348309,-0.329813,-0.310874,-0.313154,-0.319524,-0.024216,0.746583,0.070997,0.115909,-0.079721,-0.161464,-0.153673,-0.170757,-0.203059,-0.197226,-0.189016,-0.205704,-0.201215,-0.214339,-0.224698,-0.231577,-0.241734,-0.268316,-0.268951,-0.277361,-0.286874,"classical","../../../datasets/music/classical/classical.00064.au"
0.764848,5.989808,1.600195,-0.086455,-0.371271,-0.412687,-0.344270,-0.332584,-0.380440,-0.381339,-0.338235,-0.323163,-0.315575,-0.317297,-0.328636,-0.353111,-0.353178,-0.314598,-0.291349,-0.302112,-0.298203,-0.085464,0.631940,-0.039612,0.065831,-0.114222,-0.130833,-0.141364,-0.148401,-0.160517,-0.171580,-0.162325,-0.152693,-0.148576,-0.173787,-0.199158,-0.198553,-0.211281,-0.233519,-0.234838,-0.243193,-0.258205,"classical","../../../datasets/music/classical/classical.00065.au"
0.682679,5.968451,1.343718,-0.112109,-0.248763,-0.394220,-0.377561,-0.379910,-0.372091,-0.344581,-0.334415,-0.357160,-0.349391,-0.334519,-0.329100,-0.324276,-0.298006,-0.300825,-0.320054,-0.329582,-0.316997,0.070164,1.131617,0.196779,0.102134,-0.131361,-0.158649,-0.183064,-0.186643,-0.177070,-0.190218,-0.207730,-0.210821,-0.219078,-0.236791,-0.235594,-0.234431,-0.239113,-0.247744,-0.269509,-0.267995,-0.276171,"classical","../../../datasets/music/classical/classical.00067.au"
0.692434,6.171094,1.176390,-0.484787,-0.183697,-0.333049,-0.266555,-0.272828,-0.287567,-0.278203,-0.280910,-0.319944,-0.271844,-0.254056,-0.260535,-0.242318,-0.222364,-0.257748,-0.276319,-0.271195,-0.267563,-0.156139,0.193168,-0.060683,-0.070341,-0.127149,-0.137412,-0.128412,-0.131592,-0.148180,-0.157102,-0.172343,-0.162577,-0.172378,-0.171120,-0.172825,-0.185336,-0.196204,-0.203331,-0.210316,-0.213521,-0.224643,"classical","../../../datasets/music/classical/classical.00069.au"
0.663647,6.120080,1.064863,-0.470115,-0.154455,-0.328913,-0.313425,-0.319750,-0.321331,-0.307804,-0.260339,-0.295569,-0.276193,-0.248698,-0.271407,-0.287178,-0.282280,-0.285106,-0.281398,-0.272979,-0.278737,-0.057304,0.841605,0.003204,-0.071222,-0.125387,-0.160842,-0.172843,-0.160908,-0.180029,-0.185706,-0.188638,-0.182856,-0.191412,-0.194678,-0.209423,-0.203151,-0.202400,-0.223213,-0.239898,-0.239538,-0.248277,"classical","../../../datasets/music/classical/classical.00070.au"
0.682343,6.161768,1.028156,-0.473600,-0.124924,-0.326128,-0.297349,-0.311268,-0.283032,-0.275200,-0.301004,-0.347106,-0.294867,-0.263698,-0.259106,-0.254667,-0.246643,-0.265035,-0.278177,-0.279233,-0.276386,-0.082333,0.603491,-0.016986,-0.129361,-0.138847,-0.155208,-0.165811,-0.170280,-0.160437,-0.174245,-0.180356,-0.159615,-0.181643,-0.166790,-0.174780,-0.185010,-0.194361,-0.211489,-0.217513,-0.222556,-0.230714,"classical","../../../datasets/music/classical/classical.00071.au"
0.634814,6.125678,1.125053,-0.444190,-0.072844,-0.253783,-0.325031,-0.333857,-0.293152,-0.261108,-0.245295,-0.302420,-0.285923,-0.246820,-0.288768,-0.297009,-0.269515,-0.279966,-0.304328,-0.308694,-0.302375,-0.095375,0.736511,0.083336,-0.054944,-0.168724,-0.161837,-0.181967,-0.192738,-0.193794,-0.176897,-0.143914,-0.196089,-0.204273,-0.189330,-0.218138,-0.219795,-0.231278,-0.224013,-0.248990,-0.237598,-0.250618,"classical","../../../datasets/music/classical/classical.00072.au"
0.727966,6.112268,1.197221,-0.507206,-0.222013,-0.366534,-0.329380,-0.332354,-0.360572,-0.329566,-0.267140,-0.279041,-0.280649,-0.277034,-0.284783,-0.283865,-0.275395,-0.286135,-0.280787,-0.276442,-0.282671,-0.104922,0.582359,0.068536,-0.037856,-0.091105,-0.110711,-0.138758,-0.170773,-0.172057,-0.174574,-0.172778,-0.168351,-0.163736,-0.177251,-0.180233,-0.198359,-0.194720,-0.216126,-0.226072,-0.226610,-0.241792,"classical","../../../datasets/music/classical/classical.00073.au"
0.679760,6.152225,1.036693,-0.463039,-0.122509,-0.330940,-0.288094,-0.318986,-0.325019,-0.297626,-0.277945,-0.302788,-0.290837,-0.260794,-0.242153,-0.263322,-0.266817,-0.287473,-0.280283,-0.261287,-0.261510,-0.061844,0.664337,-0.003214,-0.112363,-0.154418,-0.160100,-0.158926,-0.166591,-0.166487,-0.175089,-0.180873,-0.174526,-0.183248,-0.192969,-0.181448,-0.198723,-0.207934,-0.216555,-0.229418,-0.229191,-0.237675,"classical","../../../datasets/music/classical/classical.00074.au"
0.665137,6.084952,1.428825,-0.455764,-0.107234,-0.345484,-0.361183,-0.333144,-0.324038,-0.287179,-0.325349,-0.381513,-0.302937,-0.259374,-0.247278,-0.247877,-0.250564,-0.271607,-0.283161,-0.282714,-0.289308,-0.119619,0.462137,-0.018001,-0.068662,-0.123629,-0.145324,-0.162698,-0.152774,-0.161405,-0.181020,-0.167784,-0.167328,-0.163473,-0.180345,-0.169462,-0.193164,-0.199494,-0.195635,-0.225806,-0.235628,-0.254094,"classical","../../../datasets/music/classical/classical.00075.au"
0.657146,5.852436,1.797680,-0.318552,-0.184578,-0.383652,-0.374012,-0.421273,-0.356875,-0.325504,-0.331708,-0.326240,-0.341759,-0.363788,-0.365576,-0.343796,-0.347568,-0.354107,-0.342508,-0.342392,-0.334331,0.037233,1.106421,0.069811,0.011178,-0.071965,-0.154372,-0.172576,-0.180496,-0.169552,-0.149020,-0.172005,-0.212602,-0.170885,-0.204205,-0.232988,-0.223446,-0.219244,-0.247459,-0.256531,-0.253703,-0.282639,"classical","../../../datasets/music/classical/classical.00077.au"
0.577084,5.832230,2.159380,-0.031286,-0.076006,-0.433640,-0.402377,-0.428316,-0.401528,-0.358202,-0.359387,-0.325559,-0.311463,-0.288646,-0.308179,-0.331566,-0.347988,-0.342974,-0.335837,-0.332793,-0.326072,-0.014145,0.507503,0.086550,-0.058810,-0.083269,-0.168169,-0.155379,-0.153794,-0.193757,-0.173486,-0.172585,-0.196187,-0.132357,-0.214009,-0.215807,-0.216391,-0.222791,-0.242575,-0.257099,-0.266931,-0.283385,"classical","../../../datasets/music/classical/classical.00078.au"
0.476540,5.916318,1.751908,-0.013728,0.001782,-0.332049,-0.351001,-0.378748,-0.390881,-0.332653,-0.304887,-0.293601,-0.296440,-0.289836,-0.292963,-0.301825,-0.316351,-0.335759,-0.354902,-0.367551,-0.358213,0.002919,0.889480,0.333280,0.004937,-0.140334,-0.142942,-0.146287,-0.169413,-0.194109,-0.216201,-0.239070,-0.257077,-0.271088,-0.269046,-0.269073,-0.273549,-0.282606,-0.292374,-0.299430,-0.297711,-0.305469,"classical","../../../datasets/music/classical/classical.00080.au"
0.665779,6.138301,1.254938,-0.430152,-0.166283,-0.244714,-0.303943,-0.287993,-0.293070,-0.309609,-0.281456,-0.291533,-0.309276,-0.310200,-0.295255,-0.290473,-0.286680,-0.287737,-0.282567,-0.279858,-0.272920,-0.135907,0.410302,-0.013952,-0.076854,-0.144931,-0.141441,-0.135167,-0.126103,-0.142374,-0.157556,-0.154821,-0.162141,-0.183112,-0.184771,-0.194520,-0.198764,-0.201916,-0.209475,-0.218097,-0.227676,-0.236023,"classical","../../../datasets/music/classical/classical.00081.au"
0.735010,6.161010,1.065468,-0.563550,-0.207592,-0.375345,-0.322280,-0.328463,-0.344031,-0.333696,-0.293251,-0.286297,-0.281998,-0.283896,-0.283245,-0.255146,-0.267132,-0.269173,-0.268501,-0.262173,-0.252349,-0.153739,0.347858,0.076313,-0.029413,-0.115532,-0.125752,-0.126506,-0.135769,-0.143137,-0.133443,-0.159514,-0.148644,-0.156559,-0.155286,-0.160562,-0.177857,-0.182196,-0.187505,-0.201008,-0.204519,-0.210595,"classical","../../../datasets/music/classical/classical.00082.au"
0.695093,6.057239,1.470377,-0.497886,-0.212720,-0.338652,-0.302201,-0.347403,-0.307315,-0.326418,-0.292949,-0.281868,-0.271791,-0.267266,-0.269040,-0.261105,-0.249124,-0.262884,-0.281453,-0.282905,-0.278422,-0.092248,0.606893,-0.068505,-0.092157,-0.140002,-0.144867,-0.146818,-0.173687,-0.174986,-0.177298,-0.179499,-0.191204,-0.196930,-0.190693,-0.185379,-0.201105,-0.213073,-0.225658,-0.228093,-0.233387,-0.242611,"classical","../../../datasets/music/classical/classical.00084.au"
0.697298,6.184603,0.963452,-0.486539,-0.180735,-0.343142,-0.261093,-0.287092,-0.285940,-0.296361,-0.272562,-0.265262,-0.260743,-0.260313,-0.266582,-0.268408,-0.264327,-0.268359,-0.267330,-0.265038,-0.260951,-0.138505,0.467178,0.126716,-0.096813,-0.147781,-0.155196,-0.166457,-0.164484,-0.164561,-0.164377,-0.184490,-0.166746,-0.181076,-0.175049,-0.194643,-0.197821,-0.204641,-0.211923,-0.216859,-0.221249,-0.225799,"classical","../../../datasets/music/classical/classical.00085.au"
0.684959,6.147291,1.129588,-0.427714,-0.177033,-0.351452,-0.269614,-0.325424,-0.298241,-0.306891,-0.272164,-0.263532,-0.256193,-0.277524,-0.272104,-0.263469,-0.268041,-0.282153,-0.270400,-0.270774,-0.274243,-0.133076,0.534711,0.119371,-0.096475,-0.151057,-0.151796,-0.168361,-0.170265,-0.170694,-0.181482,-0.188300,-0.183331,-0.178906,-0.189286,-0.198357,-0.207012,-0.206173,-0.214863,-0.227324,-0.231867,-0.240327,"classical","../../../datasets/music/classical/classical.00086.au"
0.707820,6.022889,1.564337,-0.374035,-0.220849,-0.326238,-0.342738,-0.370361,-0.352543,-0.340599,-0.319584,-0.290090,-0.294697,-0.281732,-0.293813,-0.284133,-0.274231,-0.268032,-0.286011,-0.293670,-0.283509,-0.084803,0.634253,-0.038307,0.004936,-0.137209,-0.162493,-0.170255,-0.175274,-0.186328,-0.169025,-0.178973,-0.182985,-0.192605,-0.182423,-0.198568,-0.215693,-0.217986,-0.230794,-0.236522,-0.237502,-0.239625,"classical","../../../datasets/music/classical/classical.00087.au"
0.702170,6.171076,1.094887,-0.512119,-0.176522,-0.344950,-0.270493,-0.316884,-0.313905,-0.320003,-0.281685,-0.269527,-0.254304,-0.247902,-0.253427,-0.235703,-0.235244,-0.251100,-0.251457,-0.258071,-0.261796,-0.123360,0.378678,-0.036873,-0.099987,-0.132811,-0.148166,-0.149531,-0.151498,-0.146991,-0.155052,-0.167688,-0.179940,-0.182977,-0.180809,-0.171545,-0.185244,-0.200416,-0.211843,-0.214407,-0.222050,-0.230534,"classical","../../../datasets/music/classical/classical.00088.au"
0.703008,6.259465,0.129574,-0.887248,-0.242909,-0.377935,-0.335362,-0.190959,0.071053,-0.050500,-0.083904,-0.339836,-0.286744,-0.263358,-0.238150,-0.236191,-0.270348,-0.287763,-0.207471,-0.182516,-0.186288,-0.141498,0.281035,0.009431,-0.077732,-0.131819,-0.154375,-0.125228,-0.127553,-0.097097,-0.126442,-0.117436,-0.126393,-0.134106,-0.163485,-0.140174,-0.182471,-0.199395,-0.195830,-0.199663,-0.162733,-0.182654,"classical","../../../datasets/music/classical/classical.00089.au"
0.663383,6.258659,0.601688,-0.615702,-0.198071,-0.439427,-0.332982,-0.373613,-0.248452,-0.275670,-0.195626,-0.284085,-0.183840,-0.264341,-0.209311,-0.232010,-0.223818,-0.235868,-0.228979,-0.234088,-0.258805,-0.147540,0.157128,0.044188,-0.085271,-0.117693,-0.128232,-0.118382,-0.130166,-0.145718,-0.131109,-0.109811,-0.124591,-0.130189,-0.112715,-0.127040,-0.162793,-0.158387,-0.151354,-0.192058,-0.202548,-0.214761,"classical","../../../datasets/music/classical/classical.00090.au"
